,date,frequancy
2153,3/1/2011 0:00,0
2154,3/1/2011 1:00,0
2155,3/1/2011 2:00,0
2156,3/1/2011 3:00,0
2157,3/1/2011 4:00,0
2158,3/1/2011 5:00,0
2159,3/1/2011 6:00,0
2160,3/1/2011 7:00,0
2161,3/1/2011 8:00,55
2162,3/1/2011 9:00,217
2163,3/1/2011 10:00,119
2164,3/1/2011 11:00,108
2165,3/1/2011 12:00,218
2166,3/1/2011 13:00,93
2167,3/1/2011 14:00,196
2168,3/1/2011 15:00,60
2169,3/1/2011 16:00,209
2170,3/1/2011 17:00,86
2171,3/1/2011 18:00,0
2172,3/1/2011 19:00,0
2173,3/1/2011 20:00,0
2174,3/1/2011 21:00,0
2175,3/1/2011 22:00,0
2176,3/1/2011 23:00,0
2177,3/2/2011 0:00,0
2178,3/2/2011 1:00,0
2179,3/2/2011 2:00,0
2180,3/2/2011 3:00,0
2181,3/2/2011 4:00,0
2182,3/2/2011 5:00,0
2183,3/2/2011 6:00,0
2184,3/2/2011 7:00,0
2185,3/2/2011 8:00,88
2186,3/2/2011 9:00,73
2187,3/2/2011 10:00,5
2188,3/2/2011 11:00,156
2189,3/2/2011 12:00,131
2190,3/2/2011 13:00,82
2191,3/2/2011 14:00,129
2192,3/2/2011 15:00,22
2193,3/2/2011 16:00,142
2194,3/2/2011 17:00,107
2195,3/2/2011 18:00,0
2196,3/2/2011 19:00,0
2197,3/2/2011 20:00,0
2198,3/2/2011 21:00,0
2199,3/2/2011 22:00,0
2200,3/2/2011 23:00,0
2201,3/3/2011 0:00,0
2202,3/3/2011 1:00,0
2203,3/3/2011 2:00,0
2204,3/3/2011 3:00,0
2205,3/3/2011 4:00,0
2206,3/3/2011 5:00,0
2207,3/3/2011 6:00,0
2208,3/3/2011 7:00,0
2209,3/3/2011 8:00,54
2210,3/3/2011 9:00,231
2211,3/3/2011 10:00,155
2212,3/3/2011 11:00,64
2213,3/3/2011 12:00,168
2214,3/3/2011 13:00,117
2215,3/3/2011 14:00,108
2216,3/3/2011 15:00,154
2217,3/3/2011 16:00,284
2218,3/3/2011 17:00,0
2219,3/3/2011 18:00,32
