,date,frequancy
1,1/1/2011 0:00,0
2,1/1/2011 1:00,0
3,1/1/2011 2:00,0
4,1/1/2011 3:00,0
5,1/1/2011 4:00,0
6,1/1/2011 5:00,0
7,1/1/2011 6:00,0
8,1/1/2011 7:00,0
9,1/1/2011 8:00,0
10,1/1/2011 9:00,0
11,1/1/2011 10:00,0
12,1/1/2011 11:00,0
13,1/1/2011 12:00,0
14,1/1/2011 13:00,0
15,1/1/2011 14:00,0
16,1/1/2011 15:00,0
17,1/1/2011 16:00,0
18,1/1/2011 17:00,0
19,1/1/2011 18:00,0
20,1/1/2011 19:00,0
21,1/1/2011 20:00,0
22,1/1/2011 21:00,0
23,1/1/2011 22:00,0
24,1/1/2011 23:00,0
25,1/2/2011 0:00,0
26,1/2/2011 1:00,0
27,1/2/2011 2:00,0
28,1/2/2011 3:00,0
29,1/2/2011 4:00,0
30,1/2/2011 5:00,0
31,1/2/2011 6:00,0
32,1/2/2011 7:00,0
33,1/2/2011 8:00,0
34,1/2/2011 9:00,0
35,1/2/2011 10:00,0
36,1/2/2011 11:00,0
37,1/2/2011 12:00,0
38,1/2/2011 13:00,0
39,1/2/2011 14:00,0
40,1/2/2011 15:00,0
41,1/2/2011 16:00,0
42,1/2/2011 17:00,0
43,1/2/2011 18:00,0
44,1/2/2011 19:00,0
45,1/2/2011 20:00,0
46,1/2/2011 21:00,0
47,1/2/2011 22:00,0
48,1/2/2011 23:00,0
49,1/3/2011 0:00,0
50,1/3/2011 1:00,0
51,1/3/2011 2:00,0
52,1/3/2011 3:00,0
53,1/3/2011 4:00,0
54,1/3/2011 5:00,0
55,1/3/2011 6:00,0
56,1/3/2011 7:00,0
57,1/3/2011 8:00,0
58,1/3/2011 9:00,0
59,1/3/2011 10:00,0
60,1/3/2011 11:00,0
61,1/3/2011 12:00,0
62,1/3/2011 13:00,0
63,1/3/2011 14:00,0
64,1/3/2011 15:00,0
65,1/3/2011 16:00,0
66,1/3/2011 17:00,0
67,1/3/2011 18:00,0
68,1/3/2011 19:00,0
69,1/3/2011 20:00,0
70,1/3/2011 21:00,0
71,1/3/2011 22:00,0
72,1/3/2011 23:00,0
73,1/4/2011 0:00,0
74,1/4/2011 1:00,0
75,1/4/2011 2:00,0
76,1/4/2011 3:00,0
77,1/4/2011 4:00,0
78,1/4/2011 5:00,0
79,1/4/2011 6:00,0
80,1/4/2011 7:00,0
81,1/4/2011 8:00,0
82,1/4/2011 9:00,0
83,1/4/2011 10:00,79
84,1/4/2011 11:00,151
85,1/4/2011 12:00,162
86,1/4/2011 13:00,497
87,1/4/2011 14:00,115
88,1/4/2011 15:00,136
89,1/4/2011 16:00,42
90,1/4/2011 17:00,2
91,1/4/2011 18:00,0
92,1/4/2011 19:00,0
93,1/4/2011 20:00,0
94,1/4/2011 21:00,0
95,1/4/2011 22:00,0
96,1/4/2011 23:00,0
97,1/5/2011 0:00,0
98,1/5/2011 1:00,0
99,1/5/2011 2:00,0
100,1/5/2011 3:00,0
101,1/5/2011 4:00,0
102,1/5/2011 5:00,0
103,1/5/2011 6:00,0
104,1/5/2011 7:00,0
105,1/5/2011 8:00,0
106,1/5/2011 9:00,39
107,1/5/2011 10:00,127
108,1/5/2011 11:00,463
109,1/5/2011 12:00,256
110,1/5/2011 13:00,153
111,1/5/2011 14:00,132
112,1/5/2011 15:00,291
113,1/5/2011 16:00,268
114,1/5/2011 17:00,14
115,1/5/2011 18:00,0
116,1/5/2011 19:00,0
117,1/5/2011 20:00,0
118,1/5/2011 21:00,0
119,1/5/2011 22:00,0
120,1/5/2011 23:00,0
121,1/6/2011 0:00,0
122,1/6/2011 1:00,0
123,1/6/2011 2:00,0
124,1/6/2011 3:00,0
125,1/6/2011 4:00,0
126,1/6/2011 5:00,0
127,1/6/2011 6:00,0
128,1/6/2011 7:00,0
129,1/6/2011 8:00,3
130,1/6/2011 9:00,75
131,1/6/2011 10:00,23
132,1/6/2011 11:00,137
133,1/6/2011 12:00,270
134,1/6/2011 13:00,68
135,1/6/2011 14:00,541
136,1/6/2011 15:00,287
137,1/6/2011 16:00,259
138,1/6/2011 17:00,88
139,1/6/2011 18:00,81
140,1/6/2011 19:00,0
141,1/6/2011 20:00,0
142,1/6/2011 21:00,0
143,1/6/2011 22:00,0
144,1/6/2011 23:00,0
145,1/7/2011 0:00,0
146,1/7/2011 1:00,0
147,1/7/2011 2:00,0
148,1/7/2011 3:00,0
149,1/7/2011 4:00,0
150,1/7/2011 5:00,0
151,1/7/2011 6:00,0
152,1/7/2011 7:00,0
153,1/7/2011 8:00,0
154,1/7/2011 9:00,71
155,1/7/2011 10:00,180
156,1/7/2011 11:00,390
157,1/7/2011 12:00,233
158,1/7/2011 13:00,424
159,1/7/2011 14:00,325
160,1/7/2011 15:00,94
161,1/7/2011 16:00,54
162,1/7/2011 17:00,23
163,1/7/2011 18:00,0
164,1/7/2011 19:00,0
165,1/7/2011 20:00,0
166,1/7/2011 21:00,0
167,1/7/2011 22:00,0
168,1/7/2011 23:00,0
169,1/8/2011 0:00,0
170,1/8/2011 1:00,0
171,1/8/2011 2:00,0
172,1/8/2011 3:00,0
173,1/8/2011 4:00,0
174,1/8/2011 5:00,0
175,1/8/2011 6:00,0
176,1/8/2011 7:00,0
177,1/8/2011 8:00,0
178,1/8/2011 9:00,0
179,1/8/2011 10:00,0
180,1/8/2011 11:00,0
181,1/8/2011 12:00,0
182,1/8/2011 13:00,0
183,1/8/2011 14:00,0
184,1/8/2011 15:00,0
185,1/8/2011 16:00,0
186,1/8/2011 17:00,0
187,1/8/2011 18:00,0
188,1/8/2011 19:00,0
189,1/8/2011 20:00,0
190,1/8/2011 21:00,0
191,1/8/2011 22:00,0
192,1/8/2011 23:00,0
193,1/9/2011 0:00,0
194,1/9/2011 1:00,0
195,1/9/2011 2:00,0
196,1/9/2011 3:00,0
197,1/9/2011 4:00,0
198,1/9/2011 5:00,0
199,1/9/2011 6:00,0
200,1/9/2011 7:00,0
201,1/9/2011 8:00,0
202,1/9/2011 9:00,0
203,1/9/2011 10:00,99
204,1/9/2011 11:00,297
205,1/9/2011 12:00,225
206,1/9/2011 13:00,85
207,1/9/2011 14:00,216
208,1/9/2011 15:00,173
209,1/9/2011 16:00,22
210,1/9/2011 17:00,0
211,1/9/2011 18:00,0
212,1/9/2011 19:00,0
213,1/9/2011 20:00,0
214,1/9/2011 21:00,0
215,1/9/2011 22:00,0
216,1/9/2011 23:00,0
217,1/10/2011 0:00,0
218,1/10/2011 1:00,0
219,1/10/2011 2:00,0
220,1/10/2011 3:00,0
221,1/10/2011 4:00,0
222,1/10/2011 5:00,0
223,1/10/2011 6:00,0
224,1/10/2011 7:00,0
