,date,frequancy
761,1/2/2011 0:00,0
762,1/2/2011 1:00,0
763,1/2/2011 2:00,0
764,1/2/2011 3:00,0
765,1/2/2011 4:00,0
766,1/2/2011 5:00,0
767,1/2/2011 6:00,0
768,1/2/2011 7:00,0
769,1/2/2011 8:00,0
770,1/2/2011 9:00,0
771,1/2/2011 10:00,0
772,1/2/2011 11:00,0
773,1/2/2011 12:00,0
774,1/2/2011 13:00,0
775,1/2/2011 14:00,0
776,1/2/2011 15:00,0
777,1/2/2011 16:00,0
778,1/2/2011 17:00,0
779,1/2/2011 18:00,0
780,1/2/2011 19:00,0
781,1/2/2011 20:00,0
782,1/2/2011 21:00,0
783,1/2/2011 22:00,0
784,1/2/2011 23:00,0
785,1/3/2011 0:00,0
786,1/3/2011 1:00,0
787,1/3/2011 2:00,0
788,1/3/2011 3:00,0
789,1/3/2011 4:00,0
790,1/3/2011 5:00,0
791,1/3/2011 6:00,0
792,1/3/2011 7:00,0
793,1/3/2011 8:00,0
794,1/3/2011 9:00,0
795,1/3/2011 10:00,0
796,1/3/2011 11:00,0
797,1/3/2011 12:00,0
798,1/3/2011 13:00,0
799,1/3/2011 14:00,0
800,1/3/2011 15:00,0
801,1/3/2011 16:00,0
802,1/3/2011 17:00,0
803,1/3/2011 18:00,0
804,1/3/2011 19:00,0
805,1/3/2011 20:00,0
806,1/3/2011 21:00,0
807,1/3/2011 22:00,0
808,1/3/2011 23:00,0
809,1/4/2011 0:00,0
810,1/4/2011 1:00,0
811,1/4/2011 2:00,0
812,1/4/2011 3:00,0
813,1/4/2011 4:00,0
814,1/4/2011 5:00,0
815,1/4/2011 6:00,0
816,1/4/2011 7:00,0
817,1/4/2011 8:00,0
818,1/4/2011 9:00,0
819,1/4/2011 10:00,79
820,1/4/2011 11:00,151
821,1/4/2011 12:00,162
822,1/4/2011 13:00,497
823,1/4/2011 14:00,115
824,1/4/2011 15:00,136
825,1/4/2011 16:00,42
826,1/4/2011 17:00,2
827,1/4/2011 18:00,0
828,1/4/2011 19:00,0
829,1/4/2011 20:00,0
830,1/4/2011 21:00,0
831,1/4/2011 22:00,0
832,1/4/2011 23:00,0
833,1/5/2011 0:00,0
834,1/5/2011 1:00,0
835,1/5/2011 2:00,0
836,1/5/2011 3:00,0
837,1/5/2011 4:00,0
838,1/5/2011 5:00,0
839,1/5/2011 6:00,0
840,1/5/2011 7:00,0
841,1/5/2011 8:00,0
842,1/5/2011 9:00,39
843,1/5/2011 10:00,127
844,1/5/2011 11:00,463
845,1/5/2011 12:00,256
846,1/5/2011 13:00,153
847,1/5/2011 14:00,132
848,1/5/2011 15:00,291
849,1/5/2011 16:00,268
850,1/5/2011 17:00,14
851,1/5/2011 18:00,0
852,1/5/2011 19:00,0
853,1/5/2011 20:00,0
854,1/5/2011 21:00,0
855,1/5/2011 22:00,0
856,1/5/2011 23:00,0
857,1/6/2011 0:00,0
858,1/6/2011 1:00,0
859,1/6/2011 2:00,0
860,1/6/2011 3:00,0
861,1/6/2011 4:00,0
862,1/6/2011 5:00,0
863,1/6/2011 6:00,0
864,1/6/2011 7:00,0
865,1/6/2011 8:00,3
866,1/6/2011 9:00,75
867,1/6/2011 10:00,23
868,1/6/2011 11:00,137
869,1/6/2011 12:00,270
870,1/6/2011 13:00,68
871,1/6/2011 14:00,541
872,1/6/2011 15:00,287
873,1/6/2011 16:00,259
874,1/6/2011 17:00,88
875,1/6/2011 18:00,81
876,1/6/2011 19:00,0
877,1/6/2011 20:00,0
878,1/6/2011 21:00,0
879,1/6/2011 22:00,0
880,1/6/2011 23:00,0
881,1/7/2011 0:00,0
882,1/7/2011 1:00,0
883,1/7/2011 2:00,0
884,1/7/2011 3:00,0
885,1/7/2011 4:00,0
886,1/7/2011 5:00,0
887,1/7/2011 6:00,0
888,1/7/2011 7:00,0
889,1/7/2011 8:00,0
890,1/7/2011 9:00,71
891,1/7/2011 10:00,180
892,1/7/2011 11:00,390
893,1/7/2011 12:00,233
894,1/7/2011 13:00,424
895,1/7/2011 14:00,325
896,1/7/2011 15:00,94
897,1/7/2011 16:00,54
898,1/7/2011 17:00,23
899,1/7/2011 18:00,0
900,1/7/2011 19:00,0
901,1/7/2011 20:00,0
902,1/7/2011 21:00,0
903,1/7/2011 22:00,0
904,1/7/2011 23:00,0
905,1/8/2011 0:00,0
906,1/8/2011 1:00,0
907,1/8/2011 2:00,0
908,1/8/2011 3:00,0
909,1/8/2011 4:00,0
910,1/8/2011 5:00,0
911,1/8/2011 6:00,0
912,1/8/2011 7:00,0
913,1/8/2011 8:00,0
914,1/8/2011 9:00,0
915,1/8/2011 10:00,0
916,1/8/2011 11:00,0
917,1/8/2011 12:00,0
918,1/8/2011 13:00,0
919,1/8/2011 14:00,0
920,1/8/2011 15:00,0
921,1/8/2011 16:00,0
922,1/8/2011 17:00,0
923,1/8/2011 18:00,0
924,1/8/2011 19:00,0
